accession	lab annotation	curated location	mapmapbin1 	mapmanname1	mapmapbin2	mapmanname2
GRMZM2G009323_P01   	D-3-phosphoglycerate dehydrogenase (3-PGDH) - EDA9 (embryo sac development arrest 9) -very abundant	plastid stroma	13.1.5.1.1	amino acid metabolism.synthesis.serine-glycine-cysteine group.serine.phosphoglycerate dehydrogenase	NULL	NULL
GRMZM2G009443_P01   	ClpC1/C2	plastid stroma	29.5.5	protein.degradation.serine protease	NULL	NULL
GRMZM2G009479_P01   	lipoxygenase (LOX2)	plastid stroma	17.7.1.2	hormone metabolism.jasmonate.synthesis-degradation.lipoxygenase	NULL	NULL
GRMZM2G009479_P02   	lipoxygenase (LOX2)	plastid stroma	17.7.1.2	hormone metabolism.jasmonate.synthesis-degradation.lipoxygenase	NULL	NULL
GRMZM2G009785_P01   	tocopherol cyclase (vte1) 	plastoglobules	16.1.3.4	secondary metabolism.isoprenoids.tocopherol biosynthesis.tocopherol cyclase	NULL	NULL
GRMZM2G009785_P02   	tocopherol cyclase (vte1) 	plastoglobules	16.1.3.4	secondary metabolism.isoprenoids.tocopherol biosynthesis.tocopherol cyclase	NULL	NULL
GRMZM2G009785_P03   	tocopherol cyclase (vte1) 	plastoglobules	16.1.3.4	secondary metabolism.isoprenoids.tocopherol biosynthesis.tocopherol cyclase	NULL	NULL
GRMZM2G009785_P04   	tocopherol cyclase (vte1) 	plastoglobules	16.1.3.4	secondary metabolism.isoprenoids.tocopherol biosynthesis.tocopherol cyclase	NULL	NULL
GRMZM2G009785_P05   	tocopherol cyclase (vte1) 	plastoglobules	16.1.3.4	secondary metabolism.isoprenoids.tocopherol biosynthesis.tocopherol cyclase	NULL	NULL
GRMZM2G009785_P06   	tocopherol cyclase (vte1) 	plastoglobules	16.1.3.4	secondary metabolism.isoprenoids.tocopherol biosynthesis.tocopherol cyclase	NULL	NULL
GRMZM2G009928_P01   	thioredoxin h (Trx H) - model 1 is plastid	plastid	21.1	redox.thioredoxin	NULL	NULL
GRMZM2G009928_P02   	thioredoxin h (Trx H) - model 1 is plastid	NULL	21.1	redox.thioredoxin	NULL	NULL
GRMZM2G009928_P03   	thioredoxin h (Trx H) - model 1 is plastid	NULL	21.1	redox.thioredoxin	NULL	NULL
GRMZM2G010044_P01   	isopropylmalate isomerase lsu	plastid stroma	13.1.4.4	amino acid metabolism.synthesis.branched chain group.leucine specific	NULL	NULL
GRMZM2G010044_P02   	isopropylmalate isomerase lsu	plastid stroma	13.1.4.4	amino acid metabolism.synthesis.branched chain group.leucine specific	NULL	NULL
GRMZM2G010044_P03   	isopropylmalate isomerase lsu	plastid stroma	13.1.4.4	amino acid metabolism.synthesis.branched chain group.leucine specific	NULL	NULL
GRMZM2G010044_P04   	isopropylmalate isomerase lsu	plastid stroma	13.1.4.4	amino acid metabolism.synthesis.branched chain group.leucine specific	NULL	NULL
GRMZM2G010196_P01   	expressed protein	plastid	35.2	not assigned.unknown	NULL	NULL
GRMZM2G010221_P01   	cytochrome P450-type monooxygenase CYP97B3; beta hydroxylase	plastid	26.1	misc.cytochrome P450	NULL	NULL
GRMZM2G010221_P02   	cytochrome P450-type monooxygenase CYP97B3; beta hydroxylase 	plastid	26.1	misc.cytochrome P450	NULL	NULL
GRMZM2G010328_P01   	aminotransferase, classes I and II 	plastid stroma	13.1.3.5.3	amino acid metabolism.synthesis.aspartate family.lysine.LL-diaminopimelic acid aminotransferase	NULL	NULL
GRMZM2G010349_P01   	Stn7 - state transition kinase 	thylakoid-integral	1.1.30	PS.lightreaction.state transition	NULL	NULL
GRMZM2G010349_P02   	Stn7 - state transition kinase 	thylakoid-integral	1.1.30	PS.lightreaction.state transition	NULL	NULL
GRMZM2G010389_P01   	DnaJ domain protein (maybe envelope)	plastid	26.29*	misc. DnaJ domain with unknown function	NULL	NULL
GRMZM2G010406_P01   	argininosuccinate synthase (ASS)	plastid stroma	13.1.2.3.22	amino acid metabolism.synthesis.glutamate family.arginine.arginosuccinate synthase	NULL	NULL
GRMZM2G010406_P02   	argininosuccinate synthase (ASS)	plastid stroma	13.1.2.3.22	amino acid metabolism.synthesis.glutamate family.arginine.arginosuccinate synthase	NULL	NULL
GRMZM2G010406_P03   	argininosuccinate synthase (ASS)	plastid stroma	13.1.2.3.22	amino acid metabolism.synthesis.glutamate family.arginine.arginosuccinate synthase	NULL	NULL
GRMZM2G010406_P04   	argininosuccinate synthase (ASS)	plastid stroma	13.1.2.3.22	amino acid metabolism.synthesis.glutamate family.arginine.arginosuccinate synthase	NULL	NULL
GRMZM2G010406_P05   	argininosuccinate synthase (ASS)	plastid stroma	13.1.2.3.22	amino acid metabolism.synthesis.glutamate family.arginine.arginosuccinate synthase	NULL	NULL
GRMZM2G010406_P06   	argininosuccinate synthase (ASS)	plastid stroma	13.1.2.3.22	amino acid metabolism.synthesis.glutamate family.arginine.arginosuccinate synthase	NULL	NULL
GRMZM2G010555_P01   	Plastid Terminal oxidase (PTOX) or Immutans	thylakoid-integral	1.1.40	PS.lightreaction.cyclic electron flow-chlororespiration	NULL	NULL
GRMZM2G010743_P01   	transporter Tim17/Tim22/Tim22 (dual plastid&mito)	envelope	34.8	transport.metabolite transporters at the envelope membrane	NULL	NULL
GRMZM2G010801_P01   	RsmD - 16SrRNA methyltransferase	plastid	27.10*	RNA.methylation	NULL	NULL
GRMZM2G010801_P02   	RsmD - 16SrRNA methyltransferase	plastid	27.10*	RNA.methylation	NULL	NULL
GRMZM2G010884_P01   	LHCI-3 - LHCI-680A CAB4	thylakoid-integral	1.1.2.1	PS.lightreaction.photosystem I.LHC-I	NULL	NULL
GRMZM2G010884_P02   	LHCI-3 - LHCI-680A CAB4	thylakoid-integral	1.1.2.1	PS.lightreaction.photosystem I.LHC-I	NULL	NULL
GRMZM2G010929_P01   	pentapeptide protein	thylakoid-peripheral-lumenal-side	26.57*	misc.peptapeptide	NULL	NULL
GRMZM2G010929_P02   	pentapeptide protein	thylakoid-peripheral-lumenal-side	26.57*	misc.peptapeptide	NULL	NULL
GRMZM2G010973_P01   	TPR protein	plastid	26.33*	misc.tetratricopeptide repeat (TPR) unknown function	NULL	NULL
GRMZM2G011129_P01   	CP31A - RNA binding protein (RRM)	plastid stroma	27.4	RNA.RNA binding	NULL	NULL
GRMZM2G011213_P01   	glyco protein domain (very abundant)	plastid	35.1	not assigned.no ontology	NULL	NULL
GRMZM2G011319_P01   	AAA domain protein	plastid	26.55*	misc.AAA domain	NULL	NULL
GRMZM2G011319_P02   	AAA domain protein	plastid	26.55*	misc.AAA domain	NULL	NULL
GRMZM2G011373_P01   	NDH-dependent cyclic electron flow 5 (NDF5)	plastid	29.8	protein assembly and cofactor ligation	NULL	NULL
GRMZM2G011479_P01   	expressed protein	plastid	35.2	not assigned.unknown	NULL	NULL
GRMZM2G011479_P02   	expressed protein	NULL	35.2	not assigned.unknown	NULL	NULL
GRMZM2G011746_P01   	15-cis-zeta-carotene isomerase (Z-ISO)	plastid	16.1.5	secondary metabolism.isoprenoids.carotenoids	NULL	NULL
GRMZM2G011858_P01   	FNR-4	plastid	7.3	OPP.electron transfer	NULL	NULL
GRMZM2G012102_P01   	expressed protein	thylakoid	35.2	not assigned.unknown	NULL	NULL
GRMZM2G012119_P01   	PIFI  (post-illumination chl fluorescence increase)	plastid	1.1.40	PS.lightreaction.cyclic electron flow-chlororespiration	NULL	NULL
GRMZM2G012119_P02   	PIFI  (post-illumination chl fluorescence increase)	plastid	1.1.40	PS.lightreaction.cyclic electron flow-chlororespiration	NULL	NULL
GRMZM2G012119_P03   	PIFI  (post-illumination chl fluorescence increase)	plastid	1.1.40	PS.lightreaction.cyclic electron flow-chlororespiration	NULL	NULL
GRMZM2G012119_P04   	PIFI  (post-illumination chl fluorescence increase)	plastid	1.1.40	PS.lightreaction.cyclic electron flow-chlororespiration	NULL	NULL
GRMZM2G012119_P05   	PIFI  (post-illumination chl fluorescence increase)	plastid	1.1.40	PS.lightreaction.cyclic electron flow-chlororespiration	NULL	NULL
GRMZM2G012119_P06   	PIFI  (post-illumination chl fluorescence increase)	plastid	1.1.40	PS.lightreaction.cyclic electron flow-chlororespiration	NULL	NULL
GRMZM2G012119_P07   	PIFI  (post-illumination chl fluorescence increase)	plastid	1.1.40	PS.lightreaction.cyclic electron flow-chlororespiration	NULL	NULL
GRMZM2G012174_P01   	PPR protein	plastid nucleoid	27.7*	RNA.misc.pentatricopeptide (PPR) repeat-containing protein	NULL	NULL
GRMZM2G012276_P01   	peroxiredoxin Q (Prx Q)	thylakoid-peripheral-lumenal-side	21.5	redox.periredoxins	NULL	NULL
GRMZM2G012276_P02   	Peroxiredoxin Q (Prx Q)	thylakoid-peripheral-lumenal-side	21.5	redox.periredoxins	NULL	NULL
GRMZM2G012324_P01   	Ohp1 or Lil2/Hlip/Scp	thylakoid-integral	1.1.8*	light stress chlorophyll binding	NULL	NULL
GRMZM2G012340_P01   	immunophilin / FKBP-type peptidyl-prolyl cis-trans isomerase family protein 	plastid	29.6	protein.folding	NULL	NULL
GRMZM2G012340_P02   	immunophilin / FKBP-type peptidyl-prolyl cis-trans isomerase family protein 	NULL	29.6	protein.folding	NULL	NULL
GRMZM2G012397_P01   	psaK - subunit X	thylakoid-integral	1.1.2.2	PS.lightreaction.photosystem I.PSI polypeptide subunits	NULL	NULL
GRMZM2G012404_P01   	tRNA synthetase class I (W and Y)(in ATH dual targeted - cTP/mTP)	plastid stroma	29.1.1	protein.aa activation.tyrosine-tRNA ligase	NULL	NULL
GRMZM2G012479_P01   	glutathione peroxidase 2 (GPX2)	plastid stroma	21.2.2	redox.ascorbate and glutathione.glutathione	NULL	NULL
GRMZM2G012479_P02   	glutathione peroxidase 2 (GPX2)	plastid stroma	21.2	redox.ascorbate and glutathione	NULL	NULL
GRMZM2G012863_P01   	Ketoacyl-ACP Synthase I (KAS I)	plastid stroma	11.1.3	lipid metabolism.FA synthesis and FA elongation.ketoacyl ACP synthase	NULL	NULL
GRMZM2G012863_P02   	Ketoacyl-ACP Synthase I (KAS I)	plastid stroma	11.1.3	lipid metabolism.FA synthesis and FA elongation.ketoacyl ACP synthase	NULL	NULL
GRMZM2G012966_P01   	lycopene epsilon cyclase (LUT2 homologue)	plastid	16.1.4.4	secondary metabolism.isoprenoids.carotenoids.lycopene epsilon cyclase	NULL	NULL
GRMZM2G012966_P02   	lycopene epsilon cyclase (LUT2 homologue)	plastid	16.1.4.4	secondary metabolism.isoprenoids.carotenoids.lycopene epsilon cyclase	NULL	NULL
GRMZM2G012966_P03   	lycopene epsilon cyclase (LUT2 homologue)	plastid	16.1.4.4	secondary metabolism.isoprenoids.carotenoids.lycopene epsilon cyclase	NULL	NULL
GRMZM2G013342_P01   	Photosystem I subunit II (psaD)	thylakoid-peripheral-stromal-side	1.1.2.2	PS.lightreaction.photosystem I.PSI polypeptide subunits	NULL	NULL
GRMZM2G013478_P01   	nucleoside diphosphate kinase 2 (NDPK2) - soluble stroma	plastid stroma	23.4.10	nucleotide metabolism.phosphotransfer and pyrophosphatases.nucleoside diphosphate kinase	NULL	NULL
GRMZM2G013652_P01   	10 kDa chaperonin 	plastid stroma	29.6	protein.folding	NULL	NULL
GRMZM2G013652_P02   	10 kDa chaperonin 	plastid stroma	29.6	protein.folding	NULL	NULL
GRMZM2G013652_P03   	10 kDa chaperonin 	plastid stroma	29.6	protein.folding	NULL	NULL
GRMZM2G013811_P01   	disproportionating enzyme 1 (DPE1) or D-enzyme	plastid stroma	2.2.2.4	major CHO metabolism.degradation.starch.D enzyme	NULL	NULL
GRMZM2G014069_P01   	dihydroxyacid dehydratase	plastid stroma	13.1.4.5	amino acid metabolism.synthesis.branched chain group.isoleucine specific	NULL	NULL
GRMZM2G014069_P02   	dihydroxyacid dehydratase	plastid stroma	35.1	not assigned.no ontology	NULL	NULL
GRMZM2G014099_P01   	expressed protein (DUF1995)	plastid	35.2	not assigned.unknown	NULL	NULL
GRMZM2G014376_P01   	shikimate dehydrogenase	plastid	13.1.6.1.10	amino acid metabolism.synthesis.aromatic aa.chorismate.dehydroquinate/shikimate dehydrogenase	NULL	NULL
GRMZM2G014376_P02   	shikimate dehydrogenase	plastid	13.1.6.1.10	amino acid metabolism.synthesis.aromatic aa.chorismate.dehydroquinate/shikimate dehydrogenase	NULL	NULL
GRMZM2G014376_P03   	shikimate dehydrogenase	plastid	13.1.6.1.10	amino acid metabolism.synthesis.aromatic aa.chorismate.dehydroquinate/shikimate dehydrogenase	NULL	NULL
GRMZM2G014397_P01   	L-ascorbate peroxidase, stromal (sAPX) (also mito in Ath)	plastid	21.2.1	redox.ascorbate and glutathione.ascorbate	NULL	NULL
GRMZM2G014397_P02   	L-ascorbate peroxidase, stromal (sAPX) (also mito)	plastid	21.2.1	redox.ascorbate and glutathione.ascorbate	NULL	NULL
GRMZM2G014397_P03   	L-ascorbate peroxidase, stromal (sAPX) (also mito)	plastid	21.2.1	redox.ascorbate and glutathione.ascorbate	NULL	NULL
GRMZM2G014832_P01   	glutaredoxin 	plastid stroma	21.4	redox.glutaredoxins	NULL	NULL
GRMZM2G014832_P02   	glutaredoxin 	plastid stroma	21.4	redox.glutaredoxins	NULL	NULL
GRMZM2G015024_P01   	50S ribosomal protein L22	plastid ribosome	29.2.1.1.1.2	protein.synthesis.ribosomal protein.prokaryotic.chloroplast.50S subunit	NULL	NULL
GRMZM2G015033_P01   	expressed protein	plastid	35.2	not assigned.unknown	NULL	NULL
GRMZM2G015033_P02   	expressed protein	plastid	35.2	not assigned.unknown	NULL	NULL
GRMZM2G015285_P01   	fibrillin 4 (FIB4)	plastoglobules	31.7.4*	cell.plastid.plastoglobule organization fibrillins	NULL	NULL
GRMZM2G015419_P01   	lipoxygenase (LOX2)	plastid stroma	17.7.1.2	hormone metabolism.jasmonate.synthesis-degradation.lipoxygenase	NULL	NULL
GRMZM2G015419_P02   	lipoxygenase (LOX2)	plastid stroma	17.7.1.2	hormone metabolism.jasmonate.synthesis-degradation.lipoxygenase	NULL	NULL
GRMZM2G015419_P03   	lipoxygenase (LOX2)	plastid stroma	17.7.1.2	hormone metabolism.jasmonate.synthesis-degradation.lipoxygenase	NULL	NULL
GRMZM2G015419_P04   	lipoxygenase (LOX2)	plastid stroma	17.7.1.2	hormone metabolism.jasmonate.synthesis-degradation.lipoxygenase	NULL	NULL
GRMZM2G015419_P05   	lipoxygenase (LOX2)	plastid stroma	17.7.1.2	hormone metabolism.jasmonate.synthesis-degradation.lipoxygenase	NULL	NULL
GRMZM2G015727_P01   	zinc finger protein-related	plastid	35.2	not assigned.unknown	NULL	NULL
GRMZM2G015967_P01   	cyclophilin-type peptidyl-prolyl cis-trans isomerase TLP-40 (CYP38) 	thylakoid-peripheral-lumenal-side	29.6	protein.folding	NULL	NULL
GRMZM2G015989_P01   	Cpn60-beta-1	plastid stroma	29.6	protein.folding	NULL	NULL
GRMZM2G015989_P02   	Cpn60-beta-1	plastid stroma	29.6	protein.folding	NULL	NULL
GRMZM2G015989_P03   	Cpn60-beta-1	plastid stroma	29.6	protein.folding	NULL	NULL
GRMZM2G016066_P01   	Photosystem I  subunit IV (psaE) -2	thylakoid-peripheral-stromal-side	1.1.2.2	PS.lightreaction.photosystem I.PSI polypeptide subunits	NULL	NULL
GRMZM2G016066_P02   	Photosystem I  subunit IV (psaE) -2	thylakoid-peripheral-stromal-side	1.1.2.2	PS.lightreaction.photosystem I.PSI polypeptide subunits	NULL	NULL
GRMZM2G016084_P01   	S1 RNA-binding domain protein	plastid stroma	27.4	RNA.RNA binding	NULL	NULL
GRMZM2G016236_P01   	aldo/keto reductase family protein	plastoglobules	35.1	not assigned.no ontology	NULL	NULL
GRMZM2G016236_P02   	aldo/keto reductase family protein	plastoglobules	35.1	not assigned.no ontology	NULL	NULL
GRMZM2G016236_P03   	aldo/keto reductase family protein	plastoglobules	35.1	not assigned.no ontology	NULL	NULL
GRMZM2G016602_P01   	RecA 	plastid	28.2	DNA.repair	NULL	NULL
GRMZM2G016602_P02   	RecA 	plastid	28.2	DNA.repair	NULL	NULL
GRMZM2G016602_P03   	RecA 	plastid	28.2	DNA.repair	NULL	NULL
GRMZM2G016602_P04   	RecA 	plastid	28.2	DNA.repair	NULL	NULL
GRMZM2G016622_P01   	Photosystem I  subunit IV (psaE) -1	thylakoid-peripheral-stromal-side	1.1.2.2	PS.lightreaction.photosystem I.PSI polypeptide subunits	NULL	NULL
GRMZM2G016622_P02   	Photosystem I  subunit IV (psaE) -1	thylakoid-peripheral-stromal-side	1.1.2.2	PS.lightreaction.photosystem I.PSI polypeptide subunits	NULL	NULL
GRMZM2G016677_P01   	PsbP-2 OEC23 Tat lTP 	thylakoid-peripheral-lumenal-side	1.1.1.2	PS.lightreaction.photosystem II.PSII polypeptide subunits	NULL	NULL
GRMZM2G016774_P01   	Long-Chain Acyl-CoA Synthetase 	plastid	11.1.8	lipid metabolism.FA synthesis and FA elongation.acyl coa ligase	NULL	NULL
GRMZM2G016890_P01   	glycosyl hydrolase 	plastid	2	major CHO metabolism	NULL	NULL
GRMZM2G016890_P02   	glycosyl hydrolase 	plastid	2	major CHO metabolism	NULL	NULL
GRMZM2G016890_P03   	glycosyl hydrolase 	plastid	2	major CHO metabolism	NULL	NULL
GRMZM2G016890_P04   	glycosyl hydrolase 	plastid	2	major CHO metabolism	NULL	NULL
GRMZM2G017045_P01   	PGR5	thylakoid-peripheral-stromal-side	1.1.40	PS.lightreaction.cyclic electron flow-chlororespiration	NULL	NULL
GRMZM2G017077_P01   	Vipp1 -PspA like -1	plastid	31.7.3*	cell.plastid.thylakoid formation	NULL	NULL
GRMZM2G017077_P02   	Vipp1 -PspA like -1	plastid	31.7.3*	cell.plastid.thylakoid formation	NULL	NULL
GRMZM2G017290_P01   	Photosystem I subunit III  (psaF) -2	thylakoid-integral	1.1.2.2	PS.lightreaction.photosystem I.PSI polypeptide subunits	NULL	NULL
GRMZM2G017290_P02   	Photosystem I subunit III  (psaF) -2	thylakoid-integral	1.1.2.2	PS.lightreaction.photosystem I.PSI polypeptide subunits	NULL	NULL
GRMZM2G017355_P01   	mTERF protein 	plastid nucleoid	26.34*	misc.mTERF containing protein	NULL	NULL
GRMZM2G017419_P01   	thioredoxin f2 (Trx F2)	plastid stroma	21.1	redox.thioredoxin	NULL	NULL
GRMZM2G017419_P02   	thioredoxin f2 (Trx F2)	plastid stroma	21.1	redox.thioredoxin	NULL	NULL
GRMZM2G017429_P01   	mTERF protein 	plastid	26.34*	misc.mTERF containing protein	NULL	NULL
GRMZM2G017853_P01   	expressed protein	plastid stroma	35.2	not assigned.unknown	NULL	NULL
GRMZM2G017957_P01   	30S ribosomal protein S10 (models very different)	plastid ribosome	29.2.1.1.1.1.10	protein.synthesis.ribosomal protein.prokaryotic.chloroplast.30S subunit.S10	NULL	NULL
GRMZM2G017957_P02   	30S ribosomal protein S10 (models very different)	plastid ribosome	29.2.1.1.1.1.10	protein.synthesis.ribosomal protein.prokaryotic.chloroplast.30S subunit.S10	NULL	NULL
GRMZM2G017957_P03   	30S ribosomal protein S10 (models very different)	plastid ribosome	29.2.1.1.1.1.10	protein.synthesis.ribosomal protein.prokaryotic.chloroplast.30S subunit.S10	NULL	NULL
GRMZM2G018082_P01   	oxidoreductase	plastid	35.1	not assigned.no ontology	NULL	NULL
GRMZM2G018238_P01   	GLN phosphoribosyl pyrophosphate amidotransferase 1 	plastid	23.1.2.1	nucleotide metabolism.synthesis.purine.amidophosphoribosyltransferase	NULL	NULL
GRMZM2G018375_P01   	THI1 -involved in thiamine synthesis (vitamine B) (ARA6) - dual targeted	plastid stroma	18.2	Co-factor and vitamine metabolism.thiamine	NULL	NULL
GRMZM2G018375_P02   	THI1 -involved in thiamine synthesis (vitamine B) (ARA6) - dual targeted	plastid stroma	18.2	Co-factor and vitamine metabolism.thiamine	NULL	NULL
GRMZM2G018403_P01   	50S ribosomal protein L21 -1	plastid ribosome	29.2.1.1.1.2.21	protein.synthesis.ribosomal protein.prokaryotic.chloroplast.50S subunit.L21	NULL	NULL
GRMZM2G018441_P01   	2-phosphoglycolate phosphatase-2 (PGP-2)	plastid stroma	1.2.1	PS.photorespiration.phosphoglycolate phosphatase	NULL	NULL
GRMZM2G018441_P02   	2-phosphoglycolate phosphatase-2 (PGP-2)	plastid stroma	1.2.1	PS.photorespiration.phosphoglycolate phosphatase	NULL	NULL
GRMZM2G018484_P01   	Tic55 (putative Rieske iron-sulfur protein).	envelope-inner-integral	29.3.3	protein.targeting.chloroplast	NULL	NULL
GRMZM2G018627_P01   	LHCII-2.1 -1	thylakoid-integral	1.1.1.1	PS.lightreaction.photosystem II.LHC-II	NULL	NULL
GRMZM2G018627_P02   	LHCII-2.1 -1	thylakoid-integral	1.1.1.1	PS.lightreaction.photosystem II.LHC-II	NULL	NULL
GRMZM2G018771_P01   	peptide deformylase 1A (PDF1A)	plastid	29.4	protein.postranslational modification	NULL	NULL
GRMZM2G018771_P02   	peptide deformylase 1A (PDF1A)	plastid	29.4	protein.postranslational modification	NULL	NULL
GRMZM2G018771_P03   	peptide deformylase 1A (PDF1A)	plastid	29.4	protein.postranslational modification	NULL	NULL
GRMZM2G018786_P01   	glycerate-kinase (GK)	plastid stroma	1.2.7 	PS.photorespiration.glycerate kinase	NULL	NULL
GRMZM2G018786_P02   	glycerate-kinase (GK)	plastid stroma	1.2.7 	PS.photorespiration.glycerate kinase	NULL	NULL
GRMZM2G018786_P03   	glycerate-kinase (GK)	plastid stroma	1.2.7 	PS.photorespiration.glycerate kinase	NULL	NULL
GRMZM2G018786_P04   	glycerate-kinase (GK)	plastid stroma	1.2.7	PS.photorespiration.glycerate kinase	NULL	NULL
GRMZM2G018929_P01   	MRL1 (PPR protein) - rbcl MRNA stabilization	plastid nucleoid	27.6*	RNA.misc.pentatricopeptide (PPR) repeat-containing protein	NULL	NULL
GRMZM2G019358_P01   	UV-B and ozone similarly regulated protein 1 UOS1 (Pisum sativum)	plastid stroma	20.2.99	stress.abiotic.unspecified	30.11	 signalling.light
GRMZM2G019358_P02   	UV-B and ozone similarly regulated protein 1 UOS1 (Pisum sativum)	plastid stroma	20.2.99	stress.abiotic.unspecified	30.11	 signalling.light
GRMZM2G019358_P03   	UV-B and ozone similarly regulated protein 1 UOS1 (Pisum sativum)	plastid stroma	20.2.99	stress.abiotic.unspecified	30.11	 signalling.light
GRMZM2G019358_P04   	UV-B and ozone similarly regulated protein 1 UOS1 (Pisum sativum)	plastid stroma	20.2.99	stress.abiotic.unspecified	30.11	 signalling.light
GRMZM2G019358_P05   	UV-B and ozone similarly regulated protein 1 UOS1 (Pisum sativum)	plastid stroma	20.2.99	stress.abiotic.unspecified	30.11	 signalling.light
GRMZM2G019358_P06   	UV-B and ozone similarly regulated protein 1 UOS1 (Pisum sativum)	plastid stroma	20.2.99	stress.abiotic.unspecified	30.11	 signalling.light
GRMZM2G019437_P01   	formyltetrahydrofolate deformylase/ hydroxymethyl- (DE194)	plastid	13.2.3.4	amino acid metabolism.degradation.aspartate family.methionine	NULL	NULL
GRMZM2G019437_P02   	formyltetrahydrofolate deformylase/ hydroxymethyl- (DE194)	plastid	13.2.3.4	amino acid metabolism.degradation.aspartate family.methionine	NULL	NULL
GRMZM2G019437_P03   	formyltetrahydrofolate deformylase/ hydroxymethyl- (DE194)	plastid	13.2.3.4	amino acid metabolism.degradation.aspartate family.methionine	NULL	NULL
